-0.12900977	0.0059520244	0.036813796	-0.03431417	-0.0111307725	0.049724136	0.02713556	-0.012040852	-0.02725515	-0.011538615	-0.01744079	0.07666161	0.04612384	0.007305442	-0.031779334	-0.03515006
-0.07185896	0.06636585	0.08230653	0.011992365	-0.0015841189	-0.02659214	0.035447806	-0.034552604	-0.026292415	-0.0048132427	0.03500175	0.06875651	-0.030577902	0.0025598726	-0.075729504	-0.020771807
-0.13151014	0.048898395	0.045517795	0.040314484	0.062297396	-0.052588098	-0.041472692	-0.010328498	0.01899876	-0.04709486	-0.0061889654	0.09142192	-0.014287012	0.02384133	-0.038098056	-0.008134869
-0.14193328	0.025822146	0.07631382	0.025018256	0.021183705	-0.103984684	0.008310465	0.07438897	-0.035660967	-0.01750767	0.004839292	0.099819094	-0.0056511764	0.029379904	-0.06859998	-0.06930776
-0.13005842	-0.010387222	0.058939848	0.05124722	0.048272472	-0.020854875	0.05182439	0.079000704	0.08198042	-0.012006497	-0.009146969	0.009676595	0.07019482	0.0007124449	-0.049567923	-0.071948834
-0.08945675	0.008309021	0.058051668	-0.002830978	0.040221438	-0.111716844	0.034794524	-0.042873833	-0.038467254	-0.02175859	0.056956917	0.048393216	0.0308002	-0.0011209011	-0.047615293	-0.07867683
-0.15039358	-0.061919335	-0.031941142	-0.022002814	0.046154473	-0.008606878	0.036843292	-0.08409545	0.008149131	-0.0021584043	0.023406135	0.13544747	-0.048361033	-0.06627123	-0.126279	-0.017813034
-0.12888667	0.027084384	0.07845833	-0.045375355	0.006972993	-0.027278192	-0.016102245	-0.00794143	-0.0016595436	0.020294366	0.020743389	0.034648374	-0.074394785	-0.009218476	-0.05680565	-0.08653751
-0.09219324	0.0022536162	0.0648132	0.062088516	0.039090678	0.01671155	0.023685398	-0.00799091	0.004445402	0.04630762	0.014747412	0.06890989	0.047057144	0.008729634	-0.08857387	-0.00921149
-0.13247272	0.028036056	-0.06100525	0.015657037	0.041472614	-0.029626932	0.06192986	-0.014950271	0.017366178	-0.0015238231	0.024333099	0.009694804	-0.023844516	0.061583985	-0.12885305	-0.028764233
-0.08749832	0.0469085	-0.00472004	-0.027291412	0.11706289	0.010220381	0.026992505	-0.017231362	-0.0026985614	0.005255125	0.057164982	0.0645048	-0.033571895	-0.015069905	-0.013484286	-0.00977519
-0.09579679	0.004872534	0.071654394	0.052204408	0.035544492	0.007491635	0.014834507	-0.013359346	-0.022697551	0.0026822144	0.042975996	0.07793615	0.049897976	-0.019834433	-0.09991827	-0.018402541
-0.08153783	0.034398623	0.044943217	-0.042028118	-0.019970046	-0.084638596	0.03297493	0.039933562	-0.0046829423	-0.05542531	0.011400113	0.03252558	0.046991047	-0.020088734	0.019114215	0.03845895
0.0126988785	-0.021955187	-0.013254325	0.045454375	0.012588822	-0.00272805	-0.014631403	-0.014371453	0.012157072	-0.0091903405	0.0619222	-0.015513973	0.029307349	-0.14724673	-0.049359605	-0.01695532
-0.08682986	-0.011743299	0.09524272	0.011330882	0.03829383	-0.009136861	0.054912515	-0.028713994	0.0063390913	-0.039052717	0.014834907	0.09122725	-0.06503148	0.028911475	-0.06432345	-0.03712524
-0.09198892	0.013031712	0.081561476	0.04892403	-0.018909508	0.021117847	0.017750205	-0.027182903	-0.085222825	0.04287216	0.021848124	0.13436612	-0.0017910235	-0.021869808	0.0014744798	-0.04862477
-0.19617106	0.013740764	0.14019501	-0.01591259	-0.05102035	-0.011240015	0.038842324	0.03673565	-0.012889092	0.010799548	0.0036296903	0.15314247	-0.051225517	0.000601694	0.0654897	-0.024194824
-0.028790552	0.06042307	0.07096735	-0.0127746565	-0.013215463	-0.015402585	-0.009315181	-0.062303573	0.07490719	0.00088108174	-0.021686641	0.08893967	0.051503897	-0.09918558	0.026750382	0.004811606
-0.08979537	-0.0192332	-0.02511532	-0.08154979	0.039595734	-0.0790099	0.049282942	0.0364249	0.066400364	-0.055309203	0.08754476	0.048798256	0.037564326	-0.018279435	-0.017938763	0.038662925
-0.13856374	0.054710284	-0.073994495	0.017300893	-0.014356301	-0.025199013	0.025856866	-0.013434385	-0.059934404	0.02133931	0.02622645	0.06797024	0.040267896	0.007828734	-0.052213207	0.037373994
0.016024647	0.090198286	0.010327739	0.026233397	-0.049913257	0.0054380074	-0.055780053	-0.0355223	0.052621137	0.020030307	0.019670567	0.03402837	0.07351096	0.037010346	-0.03574877	-0.027005194
